gs://chess-auto-ml-vcm/images_chess_pieces/__/_board2_1758.jpg_150_300.jpg,zz
gs://chess-auto-ml-vcm/images_chess_pieces/__/_board2_1653.jpg_750_0.jpg,zz
gs://chess-auto-ml-vcm/images_chess_pieces/wN/_board2_1686.jpg_1050_150.jpg,wN
gs://chess-auto-ml-vcm/images_chess_pieces/wK/_board4_2002.jpg_450_1050.jpg,wK
gs://chess-auto-ml-vcm/images_chess_pieces/__/_board2_1633.jpg_0_0.jpg,zz
gs://chess-auto-ml-vcm/images_chess_pieces/wB/_board2_1685.jpg_600_750.jpg,wB
gs://chess-auto-ml-vcm/images_chess_pieces/bQ/_board2_1720.jpg_150_450.jpg,bQ
gs://chess-auto-ml-vcm/images_chess_pieces/wB/_board2_1747.jpg_1050_750.jpg,wB
gs://chess-auto-ml-vcm/images_chess_pieces/wK/_board2_1569.jpg_1050_600.jpg,wK
gs://chess-auto-ml-vcm/images_chess_pieces/__/_board2_1757.jpg_150_150.jpg,zz
gs://chess-auto-ml-vcm/images_chess_pieces/wR/_board2_1712.jpg_1050_0.jpg,wR
gs://chess-auto-ml-vcm/images_chess_pieces/wR/_board3_1904.jpg_0_300.jpg,wR
gs://chess-auto-ml-vcm/images_chess_pieces/__/_board2_1625.jpg_0_450.jpg,zz
gs://chess-auto-ml-vcm/images_chess_pieces/__/_board_1353.jpg_900_0.jpg,zz
gs://chess-auto-ml-vcm/images_chess_pieces/wP/_board2_1656.jpg_900_300.jpg,wP
gs://chess-auto-ml-vcm/images_chess_pieces/bB/_board2_1725.jpg_150_600.jpg,bB
gs://chess-auto-ml-vcm/images_chess_pieces/bP/_board4_1949.jpg_300_1050.jpg,bP
gs://chess-auto-ml-vcm/images_chess_pieces/wN/_board3_1895.jpg_750_750.jpg,wN
gs://chess-auto-ml-vcm/images_chess_pieces/bB/_board2_1638.jpg_0_300.jpg,bB
gs://chess-auto-ml-vcm/images_chess_pieces/bB/_board2_1630.jpg_150_450.jpg,bB
gs://chess-auto-ml-vcm/images_chess_pieces/bP/_board3_1937.jpg_150_300.jpg,bP
gs://chess-auto-ml-vcm/images_chess_pieces/wP/_board3_1922.jpg_0_750.jpg,wP
gs://chess-auto-ml-vcm/images_chess_pieces/bP/_board2_1558.jpg_450_750.jpg,bP
